"id","venue","race_number","horse_name","horse_number","barrier","jockey","trainer","odds_open","odds_flag","odds_fixed_close","odds_tote","odds_place","move_percent","scratchings","result","created_at","updated_at"
18486,"Sunshine Coast",5,"Wonder Boom",5,6,"Taylor Marshall","Paul Butterworth",6.00,3.50,4.60,0.00,1.75,11.90,2,2,"2018-11-06 05:35:08","2018-11-06 05:35:08"
18487,"Ascot",3,"Song Of Vincent",2,2,"Ms Bonnie Palise","S R Casey",4.80,3.60,3.70,0.00,1.45,6.94,0,NULL,"2018-11-06 05:35:08","2018-11-06 05:35:08"
18488,"Doomben",6,"Smart As Attack",1,5,"Baylee Nothdurft","L D Kelly",6.00,4.40,3.40,0.00,1.45,6.06,4,NULL,"2018-11-06 05:45:07","2018-11-06 05:45:07"
18489,"Kembla Grange",7,"Bentley Magic",1,10,"Shaun Guymer","Matthew Smith",4.40,3.00,2.20,0.00,1.22,10.61,3,3,"2018-11-06 05:55:06","2018-11-06 05:55:06"
18490,"Gold Coast",5,"Solo Melody",9,3,"Nathan Day","L D Kelly",14.00,7.50,7.50,0.00,2.00,6.19,2,NULL,"2018-11-06 06:00:12","2018-11-06 06:00:12"
18491,"Morphettville",7,"Bayou",10,10,"Raquel Clark","R & C Jolly",9.00,5.50,2.60,0.00,1.30,7.07,6,3,"2018-11-06 06:05:07","2018-11-06 06:05:07"
18492,"Bunbury",3,"Ringer Soak",3,6,"Alan Kennedy","M A Forrest",23.00,9.00,8.00,0.00,2.90,6.76,1,NULL,"2018-11-06 06:05:08","2018-11-06 06:05:08"
18493,"Echuca",7,"Star Hills",2,4,"Rhys Mcleod","A L Browell",9.00,5.00,4.80,0.00,1.75,8.89,5,NULL,"2018-11-06 06:05:08","2018-11-06 06:05:08"
18494,"Sunshine Coast",6,"Golden Guardian",4,4,"Nathan Thomas","Tony Haydon",13.00,7.50,17.00,0.00,3.00,5.64,6,NULL,"2018-11-06 06:10:08","2018-11-06 06:10:08"
18495,"Randwick",8,"Perfect Pitch",6,6,"Sam Weatherley","G Portelli",16.00,8.50,5.50,0.00,2.05,5.51,4,4,"2018-11-06 06:10:09","2018-11-06 06:10:09"
18496,"Doomben",7,"Fionnlagh",6,1,"Baylee Nothdurft","Ben Currie",6.50,4.20,4.00,0.00,1.55,8.42,3,4,"2018-11-06 06:15:30","2018-11-06 06:15:30"
18497,"Muswellbrook",6,"Love None",5,10,"Ben Looker","Mark Schmetzer",8.50,5.00,4.00,0.00,1.60,8.24,2,3,"2018-11-06 06:20:07","2018-11-06 06:20:07"
18498,"Flemington",10,"Princess Posh",4,1,"Glyn Schofield","K A Lees",11.00,7.00,8.00,0.00,2.70,5.19,4,2,"2018-11-06 06:30:07","2018-11-06 06:30:07"
18499,"Kembla Grange",8,"So Magic",8,5,"Ms Jess Taylor","J C Coyle",6.50,4.80,8.00,7.19,2.70,5.45,4,1,"2018-11-06 06:35:07","2018-11-06 06:35:07"
18500,"Darwin",4,"Wawrinka",9,2,"Raymond Vigar","Garry Lefoe",13.00,6.50,5.00,0.00,1.70,7.69,1,NULL,"2018-11-06 06:35:08","2018-11-06 06:35:08"
18501,"Gold Coast",6,"Tycoon Layla",9,1,"Chris Whiteley","Ms K Loy",34.00,11.00,9.00,0.00,2.40,6.15,1,4,"2018-11-06 06:35:08","2018-11-06 06:35:08"
18502,"Morphettville",8,"Burn Off",4,5,"Ms Georgina Cartwright","Shayne Cahill",12.00,6.00,8.00,0.00,2.60,8.33,6,4,"2018-11-06 06:40:08","2018-11-06 06:40:08"
18503,"Bunbury",4,"Mumstheone",1,2,"Mitchell Pateman","R W Price",23.00,9.50,4.60,0.00,1.70,6.18,1,NULL,"2018-11-06 06:40:08","2018-11-06 06:40:08"
18504,"Randwick",9,"Tunero",18,8,"Ms Kathy O'hara","C J Waller",10.00,4.80,7.00,0.00,2.40,10.83,5,3,"2018-11-06 06:50:09","2018-11-06 06:50:09"
18505,"Sunshine Coast",7,"Canny Excel",1,1,"Sally Sweeney","L Richardson",23.00,10.00,6.50,0.00,2.70,5.65,3,2,"2018-11-06 06:50:10","2018-11-06 06:50:10"
18506,"Ascot",5,"Don's Legacy",1,2,"Ms Tayla Stone","D R Harrison",7.00,5.00,6.50,0.00,2.10,5.71,1,NULL,"2018-11-06 06:55:07","2018-11-06 06:55:07"
18507,"Doomben",8,"Love And Rock It",10,6,"Larry Cassidy","R L Heathcote",5.00,3.80,4.40,0.00,1.60,6.32,4,4,"2018-11-06 07:00:09","2018-11-06 07:00:09"
18508,"Muswellbrook",7,"Axel Bling",15,8,"Ms Rachael Murray","Craig Bermingham",21.00,9.00,5.50,0.00,2.00,6.35,6,NULL,"2018-11-06 07:00:10","2018-11-06 07:00:10"
18509,"Darwin",5,"Lucky Leslie",5,2,"Kim Gladwin","Philip Cole",7.00,4.80,6.00,0.00,2.60,6.55,1,NULL,"2018-11-06 07:05:08","2018-11-06 07:05:08"
18510,"Gold Coast",7,"The Danger",4,2,"Alannah Fancourt","T J Gollan",6.50,3.80,8.00,0.00,1.85,10.93,2,NULL,"2018-11-06 07:10:10","2018-11-06 07:10:10"
18511,"Morphettville",9,"Tarantino",4,6,"Shayne Cahill","Shayne Cahill",10.00,6.00,3.60,0.00,1.55,6.67,8,2,"2018-11-06 07:15:10","2018-11-06 07:15:10"
18512,"Ascot",6,"Perceptive Miss",10,5,"Jason Brown","J P Taylor",9.00,6.00,3.60,0.00,1.50,5.56,1,NULL,"2018-11-06 07:35:10","2018-11-06 07:35:10"
18513,"Darwin",6,"Rosti",5,3,"Carl Spry","Carl Spry",12.00,6.50,9.00,0.00,2.50,7.05,0,NULL,"2018-11-06 07:45:10","2018-11-06 07:45:10"
18514,"Ascot",7,"Trump This",6,9,"William Pike","G & A Williams",4.40,3.50,3.60,0.00,1.40,5.84,0,3,"2018-11-06 08:10:10","2018-11-06 08:10:10"
18515,"Bunbury",7,"Princess Zelda",5,6,"Glenn Smith","T W Widdeson",8.00,5.00,6.00,5.93,1.65,7.50,1,1,"2018-11-06 08:30:10","2018-11-06 08:30:10"
18516,"Ascot",8,"Flirtini",4,7,"Ms Lucy Warwick","Simon Miller",7.50,5.00,6.00,0.00,1.70,6.67,0,2,"2018-11-06 08:50:10","2018-11-06 08:50:10"
18517,"Ascot",9,"Flying Roar",2,7,"Ms Tayla Stone","J P Taylor",5.50,4.00,3.60,0.00,1.55,6.82,1,NULL,"2018-11-06 09:30:11","2018-11-06 09:30:11"
18518,"Kyneton",1,"Peta Rose",8,3,"John Allen","D K Weir",7.50,4.60,5.00,0.00,2.20,8.41,1,NULL,"2018-11-07 01:35:02","2018-11-07 01:35:02"
18519,"Kyneton",2,"Strong Influence",2,5,"Jason Benbow","Peter Gelagotis",5.50,3.00,4.80,5.90,1.50,15.15,3,1,"2018-11-07 02:05:02","2018-11-07 02:05:02"
18520,"Port Lincoln",1,"Ace De Jour",4,5,"Ryan Hurdle","Jackie Stoetzer",5.50,3.40,3.70,0.00,1.45,11.23,0,2,"2018-11-07 02:40:03","2018-11-07 02:40:03"
18521,"Kyneton",3,"Fabric",12,4,"James Winks","D T O'brien",7.00,5.00,5.00,0.00,1.65,5.71,5,4,"2018-11-07 02:40:04","2018-11-07 02:40:04"
18522,"Kyneton",4,"Guess Again",6,2,"Jamie Mott","Luke Oliver",9.00,4.60,4.80,0.00,1.70,10.63,2,NULL,"2018-11-07 03:15:03","2018-11-07 03:15:03"
18523,"Port Lincoln",3,"Locks Well",5,1,"Jeffrey Maund","D K Carrison",6.00,4.00,6.50,0.00,1.90,8.33,1,3,"2018-11-07 03:35:02","2018-11-07 03:35:02"
18524,"Kyneton",5,"War Legend",2,5,"Clayton Douglas","Amy Mcdonald",18.00,8.50,17.00,0.00,3.20,6.21,3,NULL,"2018-11-07 03:50:02","2018-11-07 03:50:02"
18525,"Kyneton",6,"Nothing But A Saga",8,6,"Ms Linda Meech","G A Osborne",4.80,3.40,2.80,2.68,1.22,8.58,4,1,"2018-11-07 04:25:02","2018-11-07 04:25:02"
18526,"Port Lincoln",5,"Phantom Date",5,3,"Sairyn Fawke","M A White",14.00,8.00,8.50,7.09,2.50,5.36,2,1,"2018-11-07 04:45:03","2018-11-07 04:45:03"
18527,"Port Lincoln",6,"Tolstoy",2,1,"Dylan Caboche","Jackie Stoetzer",6.00,4.60,5.00,0.00,2.00,5.07,0,2,"2018-11-07 05:25:03","2018-11-07 05:25:03"
18528,"Grafton",5,"Nothingforthepress",2,3,"Ryan Maloney","S B Lee",4.00,3.00,3.40,0.00,1.45,8.33,1,2,"2018-11-07 05:35:04","2018-11-07 05:35:04"
18529,"Kyneton",8,"Another Coldie",1,12,"John Allen","D K Weir",5.50,4.20,3.40,3.94,1.45,5.63,2,1,"2018-11-07 05:45:03","2018-11-07 05:45:03"
18530,"Grafton",6,"Tawhaki",5,9,"Peter Graham","G M Hoy",11.00,7.00,7.50,0.00,2.50,5.19,1,NULL,"2018-11-07 06:20:04","2018-11-07 06:20:04"
18531,"Kyneton",9,"Bryan",2,1,"Fred W Kersley","J A Mclean",4.60,3.20,6.00,0.00,2.00,9.51,3,NULL,"2018-11-07 06:20:05","2018-11-07 06:20:05"
18532,"Grafton",7,"Lucky Meteor",1,1,"Ms Cejay Graham","J D Shelton",6.50,4.20,3.00,0.00,1.28,8.42,1,2,"2018-11-07 07:00:05","2018-11-07 07:00:05"
18533,"Port Lincoln",9,"Helmara",6,8,"Jeffrey Maund","D K Carrison",5.00,3.40,6.00,0.00,2.00,9.41,1,3,"2018-11-07 07:20:04","2018-11-07 07:20:04"
18534,"Grafton",8,"Crooked Gent",5,2,"Jason Taylor","L J Clapham",10.00,6.00,5.00,5.30,1.60,6.67,5,1,"2018-11-07 07:35:04","2018-11-07 07:35:04"
18535,"Launceston",2,"I Am The Dude",3,7,"Troy Baker","Tegan Keys",6.00,4.00,3.60,0.00,1.60,8.33,5,NULL,"2018-11-07 08:25:05","2018-11-07 08:25:05"
18536,"Launceston",3,"Happy Halloween",6,1,"Jason Maskiell","S Gandy",26.00,11.00,5.50,0.00,1.90,5.24,1,2,"2018-11-07 09:00:05","2018-11-07 09:00:05"
18537,"Launceston",5,"It's A Battle",4,1,"Jason Maskiell","Barry Campbell",18.00,8.00,9.00,0.00,2.60,6.94,3,2,"2018-11-07 10:05:05","2018-11-07 10:05:05"
18538,"Launceston",6,"White Gazelle",10,3,"Ms Teagan Voorham","Angela Brakey",16.00,8.50,9.00,0.00,2.80,5.51,3,NULL,"2018-11-07 10:35:04","2018-11-07 10:35:04"
18539,"Launceston",8,"Geegees Gran Lodge",6,2,"Ms Sigrid Carr","L, D & T Wells",23.00,9.50,15.00,0.00,5.00,6.18,0,NULL,"2018-11-07 11:40:05","2018-11-07 11:40:05"
18540,"Otaki",1,"Original Gangster",4,1,"Lisa Allpress","R J Bergerson",5.50,3.80,2.80,0.00,1.26,8.13,6,NULL,"2018-11-07 23:20:02","2018-11-07 23:20:02"
18541,"Otaki",2,"Perazzo",1,4,"Timothy Johnson","H Renall",7.50,5.00,4.00,0.00,1.60,6.67,4,NULL,"2018-11-07 23:55:03","2018-11-07 23:55:03"
18542,"Flemington",1,"Fanaar",2,7,"Jim Crowley","D & B Hayes & T Dabernig",13.00,7.50,5.50,0.00,1.90,5.64,1,4,"2018-11-08 01:20:03","2018-11-08 01:20:03"
18543,"Hawkesbury",1,"Valiant",5,7,"Joshua Parr","P & P Snowden",8.00,5.00,3.30,3.31,1.28,7.50,3,1,"2018-11-08 01:40:02","2018-11-08 01:40:02"
18544,"Flemington",2,"Cabierro",9,7,"Kerrin Mcevoy","Anthony Freedman",20.00,9.50,9.00,0.00,3.00,5.53,5,NULL,"2018-11-08 02:00:04","2018-11-08 02:00:04"
18545,"Albury",1,"Dashing 'N' Daring",7,4,"Blaike Mcdougall","Jodie Bohr",26.00,8.50,6.00,5.30,1.95,7.92,2,1,"2018-11-08 02:05:03","2018-11-08 02:05:03"
18546,"Hawkesbury",2,"Paris Lights",14,5,"Qin Yong","Brad Widdup",11.00,6.50,5.50,0.00,2.00,6.29,4,NULL,"2018-11-08 02:20:02","2018-11-08 02:20:02"
18547,"Pakenham",2,"Deja Doom",12,2,"Jake Noonan","C Maher & D Eustace",5.00,3.90,5.50,0.00,1.35,5.64,5,2,"2018-11-08 02:25:03","2018-11-08 02:25:03"
18548,"Flemington",3,"Savacool",7,3,"Kerrin Mcevoy","C J Waller",4.80,3.10,3.80,3.73,1.60,11.42,5,1,"2018-11-08 02:40:03","2018-11-08 02:40:03"
18549,"Gawler",1,"Franked",2,2,"Shayne Cahill","Michael Hickmott",11.00,3.60,3.40,3.70,1.35,18.69,0,1,"2018-11-08 02:50:03","2018-11-08 02:50:03"
18550,"Pakenham",3,"Spensierato",10,1,"Michael Dee","Nick Ryan",6.00,3.80,5.50,5.72,1.85,9.65,1,1,"2018-11-08 03:05:03","2018-11-08 03:05:03"
18551,"Flemington",4,"Don't Blush Baby",11,13,"James Mcdonald","Henry Dwyer",12.00,7.00,6.50,7.09,2.20,5.95,2,1,"2018-11-08 03:20:03","2018-11-08 03:20:03"
18552,"Albury",3,"Woodman's Doll",11,10,"Brooke Sweeney","P A Sweeney",8.00,4.40,3.80,0.00,1.55,10.23,0,NULL,"2018-11-08 03:25:03","2018-11-08 03:25:03"
18553,"Gawler",2,"Prince Monarch",5,5,"Raquel Clark","Ms S Nolan",7.00,3.70,4.60,0.00,1.55,12.74,2,NULL,"2018-11-08 03:30:03","2018-11-08 03:30:03"
18554,"Pakenham",4,"Frankel My Dear",1,5,"Jason Maskiell","R E Laing",9.50,3.50,2.40,2.26,1.30,18.05,3,1,"2018-11-08 03:45:04","2018-11-08 03:45:04"
18555,"Flemington",5,"Stealthy Lucas",5,16,"Brett Prebble","P A Preusker",17.00,9.00,21.00,0.00,5.50,5.23,4,3,"2018-11-08 04:00:03","2018-11-08 04:00:03"
18556,"Albury",4,"Pacific Tycoon",12,10,"Josh Richards","Jodie Bohr",21.00,6.00,13.00,0.00,3.40,11.90,1,4,"2018-11-08 04:05:03","2018-11-08 04:05:03"
18557,"Gawler",3,"Free Hand",4,6,"Paul Gatt","Ms S Hayes",4.80,3.70,2.30,2.26,1.10,6.19,2,1,"2018-11-08 04:10:03","2018-11-08 04:10:03"
18558,"Warrnambool",3,"Loves Edge",9,1,"Harry Coffey","Peter Hardacre",15.00,7.50,15.00,0.00,3.20,6.67,3,NULL,"2018-11-08 04:15:04","2018-11-08 04:15:04"
18559,"Pakenham",5,"Delightful Forever",12,9,"Jason Benbow","Christine Sexton",41.00,12.00,13.00,0.00,3.00,5.89,2,NULL,"2018-11-08 04:25:03","2018-11-08 04:25:03"
18560,"Flemington",6,"Kaepernick",4,15,"Tye Angland","J A O'shea",9.50,5.50,8.50,0.00,2.80,7.66,2,2,"2018-11-08 04:40:04","2018-11-08 04:40:04"
18561,"Albury",5,"Chaff Bandit",6,7,"Brooke Sweeney","Ms R Hoysted",34.00,11.00,26.00,0.00,4.80,6.15,2,NULL,"2018-11-08 04:45:03","2018-11-08 04:45:03"
18562,"Gawler",4,"Manzala",6,8,"Jason Holder","Will Clarken",7.00,4.20,4.60,0.00,1.75,9.52,6,NULL,"2018-11-08 04:50:03","2018-11-08 04:50:03"
18563,"Warrnambool",4,"Red Sensation",4,2,"Teodore Nugent","K M Elford",10.00,5.00,3.20,3.52,1.60,10.00,1,1,"2018-11-08 05:00:03","2018-11-08 05:00:03"
18564,"Hawkesbury",6,"All Too Free",5,8,"Christian Reith","P & P Snowden",8.00,4.40,4.20,3.83,1.70,10.23,2,1,"2018-11-08 05:00:04","2018-11-08 05:00:04"
18565,"Pakenham",6,"Double You Tee",1,3,"Ms Rose Pearson","Patrick Payne",4.20,3.10,4.40,0.00,1.70,8.45,5,2,"2018-11-08 05:05:04","2018-11-08 05:05:04"
18566,"Ipswich",3,"Lucky Tom",2,6,"Carly Frater-Hill","H J Norman",7.00,5.00,6.00,0.00,2.60,5.71,1,4,"2018-11-08 05:10:03","2018-11-08 05:10:03"
18567,"Flemington",7,"Tavidance",10,2,"Damian Lane","D K Weir",17.00,8.00,9.00,0.00,2.90,6.62,1,3,"2018-11-08 05:20:04","2018-11-08 05:20:04"
18568,"Albury",6,"Butler Butler",9,14,"Simon Miller","N E Loy",34.00,12.00,7.50,0.00,2.40,5.39,2,2,"2018-11-08 05:25:03","2018-11-08 05:25:03"
18569,"Gawler",5,"Samstag",10,7,"Chris Caserta","Ms G Henderson",10.00,6.50,13.00,0.00,3.20,5.38,0,NULL,"2018-11-08 05:30:03","2018-11-08 05:30:03"
18570,"Warrnambool",5,"Wessels",8,1,"Harry Coffey","Daniel Bowman",12.00,6.50,5.50,0.00,2.40,7.05,2,NULL,"2018-11-08 05:35:04","2018-11-08 05:35:04"
18571,"Hawkesbury",7,"New Tipperary",3,3,"Jay Ford","Joseph Pride",7.50,4.40,4.60,0.00,1.65,9.39,2,NULL,"2018-11-08 05:40:03","2018-11-08 05:40:03"
18572,"Pakenham",7,"Toorak Miss",7,5,"Brian Park","G B Andrews",15.00,7.00,9.50,0.00,2.90,7.62,4,4,"2018-11-08 05:45:04","2018-11-08 05:45:04"
18573,"Flemington",8,"Amphitrite",1,5,"Craig Williams","D K Weir",4.20,3.20,3.00,0.00,1.40,7.44,0,NULL,"2018-11-08 06:10:03","2018-11-08 06:10:03"
18574,"Albury",7,"Triple Shot",1,11,"Ms Alexandra Bryan","V T Nolen",16.00,8.00,7.00,0.00,2.50,6.25,5,4,"2018-11-08 06:10:04","2018-11-08 06:10:04"
18575,"Gawler",6,"Getouttheway",2,7,"Shayne Cahill","Ms S Nolan",11.00,7.00,6.50,0.00,2.10,5.19,1,NULL,"2018-11-08 06:15:05","2018-11-08 06:15:05"
18576,"Hawkesbury",8,"Go Benny",5,3,"Joshua Parr","K A Lees",6.50,4.80,4.60,0.00,1.75,5.45,1,NULL,"2018-11-08 06:25:05","2018-11-08 06:25:05"
18577,"Ipswich",5,"Wall Street Tycoon",4,4,"Sally Sweeney","Michael Frappell",14.00,8.00,7.00,0.00,1.65,5.36,3,4,"2018-11-08 06:35:05","2018-11-08 06:35:05"
18578,"Flemington",9,"Voila",10,12,"Kerrin Mcevoy","C J Waller",13.00,6.00,15.00,0.00,4.40,8.97,2,NULL,"2018-11-08 06:55:04","2018-11-08 06:55:04"
18579,"Warrnambool",7,"Reward The Maid",6,1,"Jarrod Fry","M J Williams",7.50,3.80,3.90,0.00,1.50,12.98,0,2,"2018-11-08 07:05:06","2018-11-08 07:05:06"
18580,"Ipswich",6,"Doctor On Ice",4,4,"Clayton Gallagher","M J Dunn",4.40,3.50,2.90,0.00,1.35,5.84,5,3,"2018-11-08 07:15:07","2018-11-08 07:15:07"
18581,"Kempsey",1,"Winner's Lane",2,1,"Ben Looker","P M Perry",6.50,3.10,4.80,0.00,2.15,16.87,1,2,"2018-11-09 02:15:02","2018-11-09 02:15:02"
18582,"Orange",1,"Lock And Launch",6,4,"Grant Buckley","M D Griffith",6.00,4.20,5.00,0.00,1.70,7.14,0,2,"2018-11-09 02:35:02","2018-11-09 02:35:02"
18583,"Kempsey",2,"So Good To Me",7,5,"Andrew Gibbons","K A Lees",4.40,3.60,4.80,0.00,2.20,5.05,2,3,"2018-11-09 02:50:02","2018-11-09 02:50:02"
18584,"Kempsey",3,"Charging Clear",7,7,"Matthew Mcguren","A Newing",10.00,6.00,7.50,7.09,2.15,6.67,1,1,"2018-11-09 03:25:02","2018-11-09 03:25:02"
18585,"Orange",3,"Lucy's Legacy",6,7,"Jake Pracey-Holmes","Cameron Crockett",13.00,7.50,7.50,8.35,1.95,5.64,0,1,"2018-11-09 03:50:03","2018-11-09 03:50:03"
18586,"Orange",4,"Mackellar's Love",2,1,"Jake Pracey-Holmes","M R Crockett",9.50,5.00,6.50,8.14,2.50,9.47,2,1,"2018-11-09 04:20:02","2018-11-09 04:20:02"
18587,"Rockhampton",3,"Toecanargie Man",3,2,"Les Tilley","Sandy Watkins",4.40,3.60,3.10,0.00,1.40,5.05,0,4,"2018-11-09 04:45:02","2018-11-09 04:45:02"
18588,"Orange",6,"Loves A Hassle",6,3,"Greg Ryan","Ms L Van Den Bos",6.50,4.20,3.50,3.31,1.80,8.42,2,1,"2018-11-09 05:35:03","2018-11-09 05:35:03"
18589,"Rockhampton",5,"Dossier",4,6,"Ryan Wiggins","J Wehlow",7.00,5.00,2.30,0.00,1.15,5.71,2,4,"2018-11-09 06:10:02","2018-11-09 06:10:02"
18590,"Kempsey",8,"Piccolo Miss",12,6,"Ms Laura Cheshire","D Simonetta",9.00,6.00,4.60,0.00,1.75,5.56,3,2,"2018-11-09 06:40:03","2018-11-09 06:40:03"
18591,"Cranbourne",2,"Zouy's Comet",8,6,"Jamie Mott","Richard Laming",10.00,6.50,4.00,0.00,2.00,5.38,2,3,"2018-11-09 08:05:03","2018-11-09 08:05:03"
18592,"Cranbourne",3,"No Effort",2,6,"John Robertson","A E Cooper",14.00,8.00,9.00,0.00,2.30,5.36,3,3,"2018-11-09 08:35:03","2018-11-09 08:35:03"
18593,"Cranbourne",4,"Foraoise",5,3,"Damien Thornton","L M Childs",9.50,6.00,4.60,0.00,1.70,6.14,2,NULL,"2018-11-09 09:05:03","2018-11-09 09:05:03"
18594,"Cranbourne",6,"Jersey Whistler",9,7,"Teodore Nugent","Tara Cochrane",41.00,13.00,15.00,0.00,2.90,5.25,2,NULL,"2018-11-09 10:05:04","2018-11-09 10:05:04"
18595,"Cranbourne",7,"Trogir",5,4,"Dylan Dunn","P Stokes",5.00,3.90,4.80,0.00,1.80,5.64,3,2,"2018-11-09 10:35:04","2018-11-09 10:35:04"
18596,"Cranbourne",8,"Vitani",9,5,"Craig Robertson","Ms W Kelly",4.60,3.10,3.10,3.62,1.26,10.52,7,1,"2018-11-09 11:05:04","2018-11-09 11:05:04"
18597,"Riccarton",1,"Galway Garry",7,5,"Brett Murray","K & A Tyler",8.00,5.50,4.80,0.00,1.75,5.68,0,NULL,"2018-11-09 23:10:03","2018-11-09 23:10:03"
18598,"Riccarton",2,"Smiling Assassin",10,5,"Lisa Allpress","M & M Pitman",7.50,5.00,4.60,5.83,1.50,6.67,2,1,"2018-11-09 23:45:03","2018-11-09 23:45:03"
18599,"Te Rapa",3,"Fabulous Flight",2,1,"Leith Innes","J W Richards",4.20,3.40,3.30,0.00,1.45,5.60,2,NULL,"2018-11-10 00:35:04","2018-11-10 00:35:04"
18600,"Goulburn",1,"Foxie La Belle",5,2,"Billy Owen","T J Robinson",5.50,3.00,2.65,0.00,1.50,15.15,2,3,"2018-11-10 00:40:02","2018-11-10 00:40:02"
18601,"Gold Coast",1,"Kallie",4,1,"Jarrod Woodhouse","N J Doyle",5.50,3.90,4.40,0.00,1.50,7.46,2,NULL,"2018-11-10 00:50:03","2018-11-10 00:50:03"
18602,"Rosehill",1,"Chia",2,3,"Christian Reith","Brad Widdup",10.00,4.60,5.00,0.00,2.20,11.74,0,4,"2018-11-10 01:05:03","2018-11-10 01:05:03"
18603,"Te Rapa",4,"Crown Prosecutor",5,7,"Michael Coleman","S B Marsh",4.60,3.10,2.90,0.00,1.28,10.52,2,3,"2018-11-10 01:15:03","2018-11-10 01:15:03"
18604,"Goulburn",2,"Musume",6,4,"Patrick Scorse","Ms L Dean",11.00,6.00,6.50,0.00,1.90,7.58,0,2,"2018-11-10 01:15:04","2018-11-10 01:15:04"
18605,"Geelong",1,"Dentara",10,4,"Ethan Brown","R D Griffiths",5.50,3.60,4.80,0.00,1.50,9.60,7,2,"2018-11-10 01:35:04","2018-11-10 01:35:04"
18606,"Rosehill",2,"Phoneme",8,5,"Jay Ford","C J Waller",13.00,6.00,7.00,0.00,2.80,8.97,2,NULL,"2018-11-10 01:40:04","2018-11-10 01:40:04"
18607,"Sunshine Coast",1,"Foxy Housewife",4,2,"Micheal Hellyer","David Vandyke",4.20,3.40,3.60,3.60,1.65,5.60,0,1,"2018-11-10 01:45:03","2018-11-10 01:45:03"
18608,"Goulburn",3,"Monterey Magic",8,4,"Patrick Scorse","Greg Stephens",9.50,5.00,3.60,0.00,1.45,9.47,1,4,"2018-11-10 01:55:03","2018-11-10 01:55:03"
18609,"Flemington",2,"Danon Roman",7,1,"James Mcdonald","Anthony Freedman",3.90,3.00,3.00,0.00,1.35,7.69,1,NULL,"2018-11-10 01:55:04","2018-11-10 01:55:04"
18610,"Gold Coast",3,"Stately Manner",4,2,"Daniel Griffin","B & D Guy",4.20,3.30,3.40,0.00,1.75,6.49,0,2,"2018-11-10 02:05:04","2018-11-10 02:05:04"
18611,"Riccarton",6,"Parvina",14,3,"Shafiq Rusof","A W Pike",5.50,4.20,4.20,0.00,1.70,5.63,6,NULL,"2018-11-10 02:05:05","2018-11-10 02:05:05"
18612,"Geelong",2,"Unicc Star",8,2,"Daniel Stackhouse","V L Malady",26.00,6.50,11.00,0.00,3.20,11.54,5,3,"2018-11-10 02:10:03","2018-11-10 02:10:03"
18613,"Rosehill",3,"Carillon",7,6,"Sam Weatherley","C K Martin",7.00,4.80,4.80,0.00,1.85,6.55,0,NULL,"2018-11-10 02:15:03","2018-11-10 02:15:03"
18614,"Sunshine Coast",2,"Stage Play",12,5,"Luke Dittman","G Heinrich & B Rodgers",7.50,5.00,4.60,0.00,1.45,6.67,1,NULL,"2018-11-10 02:25:02","2018-11-10 02:25:02"
18615,"Goulburn",4,"Ladies' Gem",5,7,"Ms Rachael Murray","J G Sargent",4.20,3.10,3.80,0.00,1.26,8.45,3,3,"2018-11-10 02:30:03","2018-11-10 02:30:03"
18616,"Flemington",3,"Ringerdingding",6,12,"John Allen","D K Weir",4.00,3.20,4.80,3.70,1.95,6.25,2,1,"2018-11-10 02:35:04","2018-11-10 02:35:04"
18617,"Newcastle",2,"Odds Or Evens",3,5,"Ms Mikayla Weir","Colt Prosser",6.50,4.80,4.60,0.00,1.55,5.45,0,NULL,"2018-11-10 02:40:04","2018-11-10 02:40:04"
18618,"Gold Coast",4,"All Pluck",4,1,"Alannah Fancourt","T J Gollan",9.00,6.00,4.00,4.40,1.40,5.56,1,1,"2018-11-10 02:45:03","2018-11-10 02:45:03"
18619,"Geelong",3,"Hellava Babe",1,1,"Rhys Mcleod","P G Carey",5.00,3.90,2.60,0.00,2.90,5.64,1,2,"2018-11-10 02:50:03","2018-11-10 02:50:03"
18620,"Sunshine Coast",3,"Ceol Na Mara",9,1,"James Orman","Chris Munce",15.00,8.50,9.50,0.00,2.80,5.10,0,4,"2018-11-10 03:05:04","2018-11-10 03:05:04"
18621,"Goulburn",5,"Halberd",5,2,"Ms Winona Costin","W A Hudd",8.00,5.50,6.50,0.00,2.10,5.68,0,NULL,"2018-11-10 03:10:04","2018-11-10 03:10:04"
18622,"Flemington",4,"Mr Sneaky",7,5,"James Mcdonald","Anthony Freedman",7.50,5.00,4.80,0.00,1.95,6.67,2,4,"2018-11-10 03:15:03","2018-11-10 03:15:03"
18623,"Newcastle",3,"Snip 'N' Stare",9,5,"Grant Buckley","D Lane",5.00,3.40,5.50,5.83,1.75,9.41,0,1,"2018-11-10 03:20:04","2018-11-10 03:20:04"
18624,"Gold Coast",5,"Game Set Match",2,1,"Jed Hodge","Ms T Timbery",8.00,5.00,4.40,0.00,1.65,7.50,4,NULL,"2018-11-10 03:25:03","2018-11-10 03:25:03"
18625,"Riccarton",8,"Casual Winks",17,11,"Samantha Collett","K Rae & K Williams-Tuhoro",7.50,5.00,6.00,0.00,2.20,6.67,6,NULL,"2018-11-10 03:30:03","2018-11-10 03:30:03"
18626,"Geelong",4,"Prince Ziggy",8,8,"Zac Spain","Jamie Edwards",8.00,4.80,3.60,0.00,1.40,8.33,1,3,"2018-11-10 03:35:04","2018-11-10 03:35:04"
